traveler_id,start_location,destination,days_stayed,budget_tier,pace,places_visited,famous_things_to_do,food_preference,restaurant,best_dish,transport_to_destination,transport_name,local_transport,rating
3801,New Delhi,"Rome, Italy",7,Mid-Range,Fast,"Colosseum, Pantheon, Vatican Museums, Trevi Fountain","Throwing coins in Trevi Fountain, Hands-on pasta making class, Cycling the Appian Way",Mixed,Pizzeria Da Baffetto,Cacio e Pepe pasta,Bus,Rome Intercity Express,walking,4.9
3802,Singapore,"Kolkata, West Bengal",7,Budget,Moderate,"Victoria Memorial, Indian Museum, Princep Ghat Boating, Dakshineswar Kali Temple","Riding a heritage Kolkata tram, Tasting Roshogollas at K.C. Das",Mixed,Arsalan Mughlai Restaurant,Mutton Biryani Kolkata Style,Flight,Fly540 5H-2611,yellow taxi,4.8
3803,Hyderabad,"Kolkata, West Bengal",7,Mid-Range,Moderate,"Dakshineswar Kali Temple, Victoria Memorial, Princep Ghat Boating","Taking a yellow taxi ride over Howrah Bridge, Riding a heritage Kolkata tram",Local,Peter Cat Park Street,Mutton Biryani Kolkata Style,Bus,Kolkata Intercity Express,heritage tram,4.6
3804,Pune,"Rome, Italy",7,Mid-Range,Fast,"Trevi Fountain, Pantheon, St. Peter's Basilica","Walking through bohemian Trastevere, Throwing coins in Trevi Fountain, Cycling the Appian Way",Local,Pizzeria Da Baffetto,Thin Roman-style Pizza,Flight,Aegean Airlines A3-2950,metro,4.8
3805,Ahmedabad,"New York City, USA",7,Budget,Moderate,"Empire State Building, Central Park, High Line Park","Renting a bicycle in Central Park, Watching a Broadway musical",Non-Vegetarian,Katz's Delicatessen,Hand-rolled Lox Bagel,Train,New York City Intercity Express,yellow taxi,4.2
3806,Chennai,"Paris, France",7,Luxury,Fast,"Sacré-Cœur Basilica, Louvre Museum, Palace of Versailles, Eiffel Tower","Seine River twilight cruise, Boutique shopping in Marais, Climbing the Eiffel Tower summit",Mixed,La Maison Rose Montmartre,French Onion Soup,Flight,American Airlines AA-1406,walking,4.9
3807,San Francisco,"Bali, Indonesia",7,Budget,Moderate,"Tegallalang Rice Terraces, Ubud Monkey Forest, Uluwatu Cliff Temple","Sunset Kecak Fire Dance, Riding a giant valley swing, Hiking Mount Batur at sunrise",Non-Vegetarian,Jimbaran Beach Club,Nasi Goreng,Bus,Bali Intercity Express,private taxi,4.8
3808,Hyderabad,"Mumbai, Maharashtra",7,Mid-Range,Fast,"Gateway of India, Haji Ali ocean mosque, Marine Drive Queen's Necklace, Chhatrapati Shivaji Terminus","Ferry ride across harbor, Renting bicycles in forest",Mixed,Bademiya late-night grill,Spicy Vada Pav street food,Bus,Mumbai Intercity Express,walking,5.0
3809,Ahmedabad,"Jaipur, Rajasthan",7,Mid-Range,Moderate,"Jantar Mantar, Hawa Mahal, Amber Fort, Jal Mahal Lake","Traditional hand-block printing, Rajasthani folk dance evening, Bapu Bazaar leather shopping",Vegetarian,LMB Restaurant Johri,Traditional sweet Malpua,Bus,Jaipur Intercity Express,private taxi,4.5
3810,Paris,"Jaipur, Rajasthan",7,Luxury,Relaxed,"Nahargarh Fort, Hawa Mahal, Jantar Mantar, City Palace","Watching Nahargarh sunset view, Traditional hand-block printing",Non-Vegetarian,LMB Restaurant Johri,Lal Maas spicy mutton,Flight,Aegean Airlines A3-2684,e-rickshaw,4.7
3811,Dubai,"Bali, Indonesia",7,Luxury,Relaxed,"Tegallalang Rice Terraces, Kelingking Cliff Penida, Tirta Empul Water Temple","Hiking Mount Batur at sunrise, Riding a giant valley swing",Local,Sari Organik fields,Grilled Red Snapper,Flight,Air Berlin AB-1662,scooter,5.0
3812,Paris,"Jaipur, Rajasthan",7,Mid-Range,Moderate,"Hawa Mahal, Amber Fort, City Palace","Watching Nahargarh sunset view, Rajasthani folk dance evening",Non-Vegetarian,Caffe Palladio,Lal Maas spicy mutton,Flight,Aegean Airlines A3-1352,scooter,4.3
3813,Paris,"New York City, USA",7,Budget,Relaxed,"Statue of Liberty, Brooklyn Bridge, Times Square","Picnicking in Bryant Park, Renting a bicycle in Central Park",Non-Vegetarian,Joe's Pizza Times Square,Adobada Tacos,Train,New York City Intercity Express,walking,4.2
3814,Chennai,"Kolkata, West Bengal",7,Budget,Relaxed,"Victoria Memorial, Science City, Howrah Bridge","Watching Hooghly sunset at Princep Ghat, Tasting Roshogollas at K.C. Das",Mixed,6 Ballygunge Place Bengali,Double Egg Chicken Kathi Roll,Bus,Kolkata Intercity Express,yellow taxi,4.8
3815,Bengaluru,"Mumbai, Maharashtra",7,Luxury,Moderate,"Haji Ali ocean mosque, Elephanta Island Caves, Gateway of India","Vectoring basalt cave temples, Renting bicycles in forest",Local,Swati Snacks vegetarian,Berry Pulav Parsi style,Flight,Bering Air 8E-2010,metered auto,4.9
3816,New York,"Jaipur, Rajasthan",7,Luxury,Moderate,"Amber Fort, Nahargarh Fort, Jal Mahal Lake","Royal fort trekking, Traditional hand-block printing",Vegetarian,Tapri The Tea House,Traditional sweet Malpua,Flight,Sichuan Airlines 3U-206,auto-rickshaw,4.2
3817,Pune,"Kolkata, West Bengal",7,Mid-Range,Relaxed,"Indian Museum, Victoria Memorial, Howrah Bridge, Dakshineswar Kali Temple","Taking a yellow taxi ride over Howrah Bridge, Tasting Roshogollas at K.C. Das",Vegetarian,Flurys British Tea Room,Mutton Biryani Kolkata Style,Train,Kolkata Intercity Express,yellow taxi,4.5
3818,Hyderabad,"Agra & Taj Mahal, UP",7,Luxury,Moderate,"Agra Fort, Mathura Krishna Janmabhoomi, Taj Mahal","spiritual chanting at temples, Watching Taj sunrise, Exploring massive red-stone forts",Vegetarian,Esphahan Oberoi,Sweet Angoori Petha,Train,Agra & Taj Mahal Intercity Express,private taxi,5.0
3819,Dubai,"Bali, Indonesia",7,Budget,Relaxed,"Tirta Empul Water Temple, Tegallalang Rice Terraces, Ubud Monkey Forest, Uluwatu Cliff Temple","Riding a giant valley swing, Sunset Kecak Fire Dance, Hiking Mount Batur at sunrise",Vegetarian,Sun Sun Warung Ubud,Mie Goreng,Train,Bali Intercity Express,scooter,5.0
3820,Paris,"Kolkata, West Bengal",7,Budget,Relaxed,"Science City, Victoria Memorial, Princep Ghat Boating","Tasting Roshogollas at K.C. Das, Watching Hooghly sunset at Princep Ghat, Exploring Kumartuli clay artisan village",Local,Kusum Kathi Rolls,Mutton Biryani Kolkata Style,Bus,Kolkata Intercity Express,yellow taxi,4.7
3821,Paris,"Paris, France",7,Budget,Relaxed,"Sacré-Cœur Basilica, Luxembourg Gardens, Palace of Versailles","Picnicking in Luxembourg Gardens, Climbing the Eiffel Tower summit",Non-Vegetarian,Café de Flore,Gourmet Falafel Pita,Flight,China SSS 9C-2755,Paris Metro,4.4
3822,New Delhi,"Kolkata, West Bengal",7,Luxury,Fast,"Indian Museum, Science City, Dakshineswar Kali Temple","Watching Hooghly sunset at Princep Ghat, Tasting Roshogollas at K.C. Das",Mixed,Flurys British Tea Room,Mishti Doi and Sandesh desserts,Train,Kolkata Intercity Express,Kolkata Metro,4.7
3823,Ahmedabad,"Bali, Indonesia",7,Budget,Fast,"Ubud Monkey Forest, Kelingking Cliff Penida, Tirta Empul Water Temple, Tegallalang Rice Terraces","Participating in water purification, Sunset Kecak Fire Dance, Riding a giant valley swing",Local,Sun Sun Warung Ubud,Nasi Campur Balinese,Flight,American Airlines AA-1913,private taxi,4.3
3824,New Delhi,"Tokyo, Japan",7,Budget,Fast,"Meiji Jingu Shrine, Imperial Palace East Gardens, Shibuya Crossing","Walking the Shibuya Scramble, Taking a Fuji day trip",Non-Vegetarian,Gyoza Lou Harajuku,Yakitori Skewers,Bus,Tokyo Intercity Express,walking,4.6
3825,Singapore,"Bali, Indonesia",7,Budget,Moderate,"Uluwatu Cliff Temple, Kelingking Cliff Penida, Ubud Monkey Forest","Hiking Mount Batur at sunrise, Sunset Kecak Fire Dance, Participating in water purification",Mixed,Jimbaran Beach Club,Nasi Goreng,Bus,Bali Intercity Express,walking,4.7
3826,Bengaluru,"Paris, France",7,Luxury,Moderate,"Palace of Versailles, Louvre Museum, Notre-Dame Cathedral","Seine River twilight cruise, Climbing the Eiffel Tower summit, Picnicking in Luxembourg Gardens",Local,Café de Flore,French Onion Soup,Train,Paris Intercity Express,walking,4.6
3827,San Francisco,"Kolkata, West Bengal",7,Mid-Range,Moderate,"Howrah Bridge, Princep Ghat Boating, Science City, Dakshineswar Kali Temple","Riding a heritage Kolkata tram, Tasting Roshogollas at K.C. Das, Exploring Kumartuli clay artisan village",Local,Peter Cat Park Street,Chelomesh mixed platter,Bus,Kolkata Intercity Express,heritage tram,4.5
3828,Tokyo,"Agra & Taj Mahal, UP",7,Budget,Moderate,"Agra Fort, Mehtab Bagh sunset, Mathura Krishna Janmabhoomi, Tomb of Akbar","Exploring massive red-stone forts, Watching Taj sunrise, spiritual chanting at temples",Vegetarian,Mama Chicken Franky,Brijwasi Milk Peda,Train,Agra & Taj Mahal Intercity Express,walking,4.8
3829,Dubai,"New Delhi, Delhi NCR",7,Budget,Fast,"India Gate memorial, Qutub Minar, Humayun's Tomb","Exploring heritage Lodhi gardens, Rickshaw ride in Chandni Chowk lanes, Tasting golgappa street foods",Vegetarian,Paranthe Wali Gali,Butter Chicken with garlic naans,Train,New Delhi Intercity Express,auto-rickshaw,4.6
3830,Dubai,"Agra & Taj Mahal, UP",7,Mid-Range,Fast,"Taj Mahal, Agra Fort, Fatehpur Sikri, Mehtab Bagh sunset","Watching Taj sunrise, Marble-inlay souvenir shopping, spiritual chanting at temples",Vegetarian,Esphahan Oberoi,Dal Makhani with naans,Train,Agra & Taj Mahal Intercity Express,walking,4.8
3831,Ahmedabad,"Bali, Indonesia",7,Luxury,Moderate,"Ubud Monkey Forest, Kelingking Cliff Penida, Tirta Empul Water Temple","Sunset Kecak Fire Dance, Participating in water purification, Riding a giant valley swing",Local,Sun Sun Warung Ubud,Nasi Campur Balinese,Bus,Bali Intercity Express,scooter,4.7
3832,Mumbai,"Kolkata, West Bengal",7,Budget,Fast,"Science City, Howrah Bridge, Victoria Memorial, Indian Museum","Taking a yellow taxi ride over Howrah Bridge, Watching Hooghly sunset at Princep Ghat, Riding a heritage Kolkata tram",Non-Vegetarian,Kusum Kathi Rolls,Mutton Biryani Kolkata Style,Bus,Kolkata Intercity Express,Kolkata Metro,4.3
3833,San Francisco,"Jaipur, Rajasthan",7,Luxury,Fast,"City Palace, Nahargarh Fort, Amber Fort, Jal Mahal Lake","Bapu Bazaar leather shopping, Royal fort trekking",Non-Vegetarian,Caffe Palladio,Traditional sweet Malpua,Bus,Jaipur Intercity Express,auto-rickshaw,4.6
3834,Dubai,"Mumbai, Maharashtra",7,Mid-Range,Relaxed,"Gateway of India, Haji Ali ocean mosque, Elephanta Island Caves, Dhobi Ghat Mahalaxmi","Ferry ride across harbor, Vectoring basalt cave temples",Mixed,Leopold Cafe Colaba,Butter Garlic Crab,Bus,Mumbai Intercity Express,metered auto,4.9
3835,Paris,"Tokyo, Japan",7,Budget,Moderate,"Senso-ji Temple, Tokyo Skytree, Imperial Palace East Gardens, teamLab Planets","Walking the Shibuya Scramble, Taking a Fuji day trip",Mixed,Omoide Yokocho street stalls,Kaiseki Multi-course,Bus,Tokyo Intercity Express,metro,4.6
3836,San Francisco,"Tokyo, Japan",7,Luxury,Relaxed,"Shibuya Crossing, Tokyo Skytree, Senso-ji Temple, Meiji Jingu Shrine","Experiencing teamLab digital art, Taking a Fuji day trip, Anime shopping in Akihabara",Mixed,Ichiran Ramen Shibuya,Yakitori Skewers,Train,Tokyo Intercity Express,metro,4.5
3837,Ahmedabad,"Tokyo, Japan",7,Luxury,Fast,"Imperial Palace East Gardens, Senso-ji Temple, Tokyo Skytree","Anime shopping in Akihabara, Experiencing teamLab digital art",Non-Vegetarian,Ichiran Ramen Shibuya,Fatty Tuna Sushi,Flight,Air Canada AC-1571,walking,4.8
3838,London,"Agra & Taj Mahal, UP",7,Mid-Range,Relaxed,"Taj Mahal, Agra Fort, Tomb of Akbar","Watching Taj sunrise, spiritual chanting at temples",Vegetarian,Brijwasi Mithai Wala,Butter Chicken,Bus,Agra & Taj Mahal Intercity Express,private taxi,4.4
3839,Dubai,"Jaipur, Rajasthan",7,Budget,Fast,"Jantar Mantar, City Palace, Jal Mahal Lake, Amber Fort","Traditional hand-block printing, Rajasthani folk dance evening, Bapu Bazaar leather shopping",Vegetarian,Saffron Mughlai diner,Lal Maas spicy mutton,Train,Jaipur Intercity Express,scooter,4.6
3840,Mumbai,"Mumbai, Maharashtra",7,Mid-Range,Relaxed,"Marine Drive Queen's Necklace, Elephanta Island Caves, Haji Ali ocean mosque","Ferry ride across harbor, Renting bicycles in forest, Watching Dabbawalas sort lunches",Non-Vegetarian,Cafe Mondegar Colaba,Sev Puri / Bhel Puri snacks,Flight,Sichuan Airlines 3U-2708,walking,4.5
3841,Singapore,"Paris, France",7,Luxury,Fast,"Luxembourg Gardens, Eiffel Tower, Notre-Dame Cathedral, Palace of Versailles","Boutique shopping in Marais, Climbing the Eiffel Tower summit, Seine River twilight cruise",Non-Vegetarian,L'As du Fallafel,Gourmet Falafel Pita,Flight,Air France AF-1341,velib bicycle,4.6
3842,Paris,"Rome, Italy",7,Budget,Relaxed,"Colosseum, Pantheon, Spanish Steps, St. Peter's Basilica","Cycling the Appian Way, Walking through bohemian Trastevere, Throwing coins in Trevi Fountain",Mixed,Pizzeria Da Baffetto,Cacio e Pepe pasta,Train,Rome Intercity Express,vespa scooter,5.0
3843,Mumbai,"Agra & Taj Mahal, UP",7,Luxury,Fast,"Mehtab Bagh sunset, Mathura Krishna Janmabhoomi, Fatehpur Sikri, Agra Fort","Exploring massive red-stone forts, Watching Taj sunrise",Vegetarian,Brijwasi Mithai Wala,Dal Makhani with naans,Bus,Agra & Taj Mahal Intercity Express,walking,4.9
3844,Singapore,"Paris, France",7,Mid-Range,Fast,"Luxembourg Gardens, Palace of Versailles, Eiffel Tower","Picnicking in Luxembourg Gardens, Boutique shopping in Marais, Seine River twilight cruise",Local,Le Comptoir du Relais,Butter Croissants,Bus,Paris Intercity Express,velib bicycle,4.6
3845,New Delhi,"Mumbai, Maharashtra",7,Luxury,Fast,"Gateway of India, Elephanta Island Caves, Marine Drive Queen's Necklace, Chhatrapati Shivaji Terminus","Watching Dabbawalas sort lunches, Vectoring basalt cave temples, Ferry ride across harbor",Mixed,Trishna seafood diner,Spicy Vada Pav street food,Bus,Mumbai Intercity Express,metered auto,4.9
3846,Bengaluru,"Jaipur, Rajasthan",7,Luxury,Relaxed,"Nahargarh Fort, Amber Fort, Hawa Mahal","Rajasthani folk dance evening, Traditional hand-block printing, Bapu Bazaar leather shopping",Vegetarian,Saffron Mughlai diner,Traditional sweet Malpua,Train,Jaipur Intercity Express,e-rickshaw,4.9
3847,Hyderabad,"New Delhi, Delhi NCR",7,Mid-Range,Moderate,"Qutub Minar, Akshardham Temple, Red Fort, Lotus Temple","Exploring heritage Lodhi gardens, Rickshaw ride in Chandni Chowk lanes, Tasting golgappa street foods",Mixed,Saravana Bhavan CP,Spicy Chole Bhature,Bus,New Delhi Intercity Express,e-rickshaw,4.5
3848,Pune,"New York City, USA",7,Mid-Range,Fast,"Times Square, High Line Park, Empire State Building","Watching a Broadway musical, Picnicking in Bryant Park, Walking across the Brooklyn Bridge",Local,Los Tacos No. 1 Chelsea,Adobada Tacos,Bus,New York City Intercity Express,subway,5.0
3849,San Francisco,"Paris, France",7,Luxury,Moderate,"Luxembourg Gardens, Notre-Dame Cathedral, Eiffel Tower, Palace of Versailles","Seine River twilight cruise, Climbing the Eiffel Tower summit, Picnicking in Luxembourg Gardens",Local,Café de Flore,Escargot,Flight,American Airlines AA-2580,walking,4.8
3850,Chennai,"Agra & Taj Mahal, UP",7,Mid-Range,Moderate,"Fatehpur Sikri, Tomb of Akbar, Taj Mahal","Exploring massive red-stone forts, Marble-inlay souvenir shopping, Watching Taj sunrise",Local,Mama Chicken Franky,Butter Chicken,Bus,Agra & Taj Mahal Intercity Express,e-rickshaw,4.6
3851,New York,"Jaipur, Rajasthan",7,Budget,Moderate,"Jantar Mantar, Hawa Mahal, Nahargarh Fort","Traditional hand-block printing, Bapu Bazaar leather shopping, Royal fort trekking",Local,Caffe Palladio,Lal Maas spicy mutton,Flight,Air France AF-964,scooter,4.9
3852,Tokyo,"Paris, France",7,Mid-Range,Relaxed,"Luxembourg Gardens, Sacré-Cœur Basilica, Louvre Museum, Notre-Dame Cathedral","Picnicking in Luxembourg Gardens, Boutique shopping in Marais",Mixed,Le Comptoir du Relais,Butter Croissants,Flight,Air Berlin AB-2182,walking,4.6
3853,Ahmedabad,"Tokyo, Japan",7,Mid-Range,Moderate,"Shibuya Crossing, Senso-ji Temple, teamLab Planets, Imperial Palace East Gardens","Anime shopping in Akihabara, Experiencing teamLab digital art",Non-Vegetarian,Ichiran Ramen Shibuya,Kaiseki Multi-course,Bus,Tokyo Intercity Express,walking,4.8
3854,Ahmedabad,"Agra & Taj Mahal, UP",7,Budget,Fast,"Mehtab Bagh sunset, Agra Fort, Taj Mahal, Tomb of Akbar","Watching Taj sunrise, Exploring massive red-stone forts",Local,Mama Chicken Franky,Butter Chicken,Train,Agra & Taj Mahal Intercity Express,auto-rickshaw,4.9
3855,New York,"Paris, France",7,Mid-Range,Moderate,"Louvre Museum, Notre-Dame Cathedral, Luxembourg Gardens","Picnicking in Luxembourg Gardens, Seine River twilight cruise, Climbing the Eiffel Tower summit",Non-Vegetarian,L'As du Fallafel,Gourmet Falafel Pita,Flight,Era Alaska 7H-1152,Paris Metro,4.8
3856,San Francisco,"New Delhi, Delhi NCR",7,Budget,Moderate,"Red Fort, Lotus Temple, Qutub Minar, Akshardham Temple","Rickshaw ride in Chandni Chowk lanes, Exploring heritage Lodhi gardens",Mixed,Wenger's Bakery CP,Stuffed Mixed Paranthas,Train,New Delhi Intercity Express,Delhi Metro,4.5
3857,San Francisco,"Tokyo, Japan",7,Mid-Range,Fast,"Meiji Jingu Shrine, Tokyo Skytree, Imperial Palace East Gardens, teamLab Planets","Walking the Shibuya Scramble, Experiencing teamLab digital art",Non-Vegetarian,Daiwa Sushi Tsukiji,Fatty Tuna Sushi,Train,Tokyo Intercity Express,metro,4.9
3858,Dubai,"New Delhi, Delhi NCR",7,Budget,Relaxed,"Akshardham Temple, Red Fort, Lotus Temple, Qutub Minar","Bargain shopping in Connaught Place, Rickshaw ride in Chandni Chowk lanes, Exploring heritage Lodhi gardens",Mixed,Saravana Bhavan CP,Sweet Shahi Tukda,Train,New Delhi Intercity Express,Delhi Metro,4.4
3859,Paris,"Jaipur, Rajasthan",7,Luxury,Fast,"Jal Mahal Lake, City Palace, Nahargarh Fort","Watching Nahargarh sunset view, Royal fort trekking",Mixed,Chokhi Dhani resort,Lal Maas spicy mutton,Flight,Air France AF-2425,private taxi,4.5
3860,Bengaluru,"Paris, France",7,Budget,Relaxed,"Eiffel Tower, Luxembourg Gardens, Notre-Dame Cathedral, Louvre Museum","Picnicking in Luxembourg Gardens, Climbing the Eiffel Tower summit, Boutique shopping in Marais",Local,La Maison Rose Montmartre,French Onion Soup,Train,Paris Intercity Express,Paris Metro,4.4
3861,Ahmedabad,"Jaipur, Rajasthan",7,Luxury,Moderate,"Hawa Mahal, Amber Fort, City Palace, Jantar Mantar","Rajasthani folk dance evening, Bapu Bazaar leather shopping",Mixed,Caffe Palladio,Dal Baati Churma Rajasthani,Train,Jaipur Intercity Express,private taxi,4.9
3862,Tokyo,"Paris, France",7,Mid-Range,Fast,"Eiffel Tower, Notre-Dame Cathedral, Sacré-Cœur Basilica, Palace of Versailles","Seine River twilight cruise, Boutique shopping in Marais, Climbing the Eiffel Tower summit",Mixed,Le Comptoir du Relais,Escargot,Bus,Paris Intercity Express,velib bicycle,4.3
3863,Dubai,"New York City, USA",7,Mid-Range,Moderate,"Brooklyn Bridge, Statue of Liberty, High Line Park, Times Square","Renting a bicycle in Central Park, Walking across the Brooklyn Bridge",Mixed,Katz's Delicatessen,Classic New York Street Slice,Train,New York City Intercity Express,subway,5.0
3864,Tokyo,"Agra & Taj Mahal, UP",7,Mid-Range,Relaxed,"Taj Mahal, Mehtab Bagh sunset, Fatehpur Sikri","Marble-inlay souvenir shopping, spiritual chanting at temples, Exploring massive red-stone forts",Local,Pinch of Spice,Brijwasi Milk Peda,Flight,Azul AD-431,e-rickshaw,4.7
3865,Ahmedabad,"Jaipur, Rajasthan",7,Luxury,Relaxed,"Amber Fort, Jantar Mantar, Nahargarh Fort","Traditional hand-block printing, Bapu Bazaar leather shopping, Watching Nahargarh sunset view",Mixed,LMB Restaurant Johri,Dal Baati Churma Rajasthani,Flight,Aerocondor 2B-447,private taxi,4.8
3866,New Delhi,"Rome, Italy",7,Budget,Moderate,"Pantheon, Trevi Fountain, Spanish Steps, Colosseum","Cycling the Appian Way, Throwing coins in Trevi Fountain, Hands-on pasta making class",Mixed,Luzi Trattoria Colosseo,Cacio e Pepe pasta,Flight,Mandarin Airlines AE-924,metro,4.8
3867,Mumbai,"Tokyo, Japan",7,Budget,Fast,"teamLab Planets, Imperial Palace East Gardens, Shibuya Crossing, Meiji Jingu Shrine","Walking the Shibuya Scramble, Taking a Fuji day trip, Experiencing teamLab digital art",Vegetarian,Daiwa Sushi Tsukiji,Fatty Tuna Sushi,Train,Tokyo Intercity Express,JR train,4.2
